id,study_name,age_L1PRE,age_L1POST,age_L2PRE,age_L2POST,dob,sex,L1PRE_cdi_version,L1PRE_cdi_age,L1PRE_cdi_und_words,L1PRE_cdi_und_per,L1PRE_cdi_vocab,L1PRE_cdi_vocabper,id_L1PRE_peek,L1PRE_peek_datatype,L1PRE_peek_order,L1PRE_acc_3001800,L1PRE_acc_3001800n,L1PRE_acc_3001800sd,L1PRE_goodacc_3001800,L1PRE_nogoodacc_reason,L1PRE_drt,L1PRE_drtn,L1PRE_drtsd,L1PRE_gooddrt,L1PRE_nogooddrt_reason,L1POST_cdi_version,L1POST_cdi_age,L1POST_cdi_und_words,L1POST_cdi_und_per,L1POST_cdi_vocab,L1POST_cdi_vocabper,L1POST_peek_datatype,L1POST_peek_order,L1POST_acc_3001800,L1POST_acc_3001800n,L1POST_acc_3001800sd,L1POST_goodacc_3001800,L1POST_nogoodacc_reason,L1POST_drt,L1POST_drtn,L1POST_drtsd,L1POST_gooddrt,L1POST_nogooddrt_reason,id_L2PRE_peek,L2PRE_SPAN_peek_datatype,L2PRE_SPAN_peek_order,L2PRE_SPAN_acc_3001800,L2PRE_SPAN_acc_3001800n,L2PRE_SPAN_acc_3001800sd,L2PRE_SPAN_goodacc_3001800,L2PRE_SPAN_nogoodacc_reason,L2PRE_SPAN_drt,L2PRE_SPAN_drtn,L2PRE_SPAN_drtsd,L2PRE_SPAN_gooddrt,L2PRE_SPAN_nogooddrt_reason,
439,habla,17.6,23.9, , ,8/2/17,0,ws,17,-9,-9,6,5,439,hand: not enough trials with Tobii,HABLA48T_18-1_Clips,0.480111146,11,0.407383224,0.480111146, ,616.5,2,118.0868325,616.5, ,ws,23,-9,-9,39,12,tobii,HABLA47T_25-1_CLIPS,0.692069782,30,0.237049008,0.692069782, ,855.0769231,13,220.5253053,855.0769231, ,439, , , , , , , , , , , , ,
440,habla,16.3,22.5, , ,9/23/17,1,ws,16,-9,-9,107,70,440,hand: unable to get enough trials,HABLA48T_18-1_Clips,0.694269678,8,0.370726338,-9,low # trials: hand-coding didn't help,-9,-9,-9,-9,no good acc,ws,22,-9,-9,310,75,tobii,HABLA47T_25-1_CLIPS,0.641814726,17,0.297731535,0.641814726, ,1305.666667,3,187.4735537,1305.666667, ,440, , , , , , , , , , , , ,
444,habla,19.6,25.5, , ,6/14/17,1,ws,19,-9,-9,15,7,444,tobii,HABLA48T_18-1_Clips,0.5454539,17,0.272402228,0.5454539, ,672.1666667,6,291.6836757,672.1666667, ,ws,26,-9,-9,14,0,hand,HABLA47T_25-1_CLIPS,0.597296801,25,0.372574917,0.597296801, ,636.7,10,222.0940992,636.7, ,444, , , , , , , , , , , , ,
445,habla,18.5,25.2, , ,7/16/17,0,ws,18,-9,-9,73,58,445,tobii,HABLA48T_18-1_Clips,0.450199866,12,0.354808424,0.450199866, ,820.75,4,504.3955954,820.75, ,ws,25,-9,-9,270,57,tobii,HABLA47T_25-1_CLIPS,0.717147683,17,0.238355051,0.717147683, ,860.2,10,252.4972167,860.2, ,445, , , , , , , , , , , , ,
393,habla,19.5,-9, , ,1/30/18,1,ws,19,-9,-9,85,47,393, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,393, , , , , , , , , , , , ,
451,habla,22.6,-9, , ,11/21/17,1,missing,-9,-9,-9,-9,-9,451, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,451, , , , , , , , , , , , ,
452,habla,-9,-9, , ,1/25/18,1,ws,20,-9,-9,9,0,452, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,452, , , , , , , , , , , , ,
453,habla,19.5,-9, , ,1/23/18,0,missing,-9,-9,-9,-9,-9,453, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,453, , , , , , , , , , , , ,
454,habla,19.6,-9, , ,1/22/18,1,missing,-9,-9,-9,-9,-9,454, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,454, , , , , , , , , , , , ,
455,habla,19.7,-9, , ,1/26/18,0,missing,-9,-9,-9,-9,-9,455, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,455, , , , , , , , , , , , ,
457,habla,20.2,-9, , ,1/8/18,0,missing,-9,-9,-9,-9,-9,457, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,457, , , , , , , , , , , , ,
459,habla,16.7,22.4, , ,4/24/18,1,ws,17,-9,-9,74,55,459, , , , , , , , , , , , ,ws,22,-9,-9,203,58, , , , , , , , , , , , ,459, , , , , , , , , , , , ,
460,habla,19.8,-9, , ,1/27/18,0,ws,19,-9,-9,21,15,460, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,460, , , , , , , , , , , , ,
461,habla,17.4,-9, , ,4/19/18,0,ws,17,-9,-9,47,52,461, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,461, , , , , , , , , , , , ,
462,habla,17.3,22.7, , ,4/17/18,1,ws,17,-9,-9,11,8,462, , , , , , , , , , , , ,ws,23,-9,-9,53,12, , , , , , , , , , , , ,462, , , , , , , , , , , , ,
463,habla,-9,-9, , ,3/20/18,1,missing,-9,-9,-9,-9,-9,463, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,463, , , , , , , , , , , , ,
464,habla,19.4,-9, , ,1/31/18,1,ws,19,-9,-9,32,20,464, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,464, , , , , , , , , , , , ,
465,habla,17.9,-9, , ,3/28/18,1,ws,17,-9,-9,46,40,465, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,465, , , , , , , , , , , , ,
470,habla,17.1,22.2, , ,4/28/18,0,ws,17,-9,-9,61,60,470, , , , , , , , , , , , ,ws,22,-9,-9,119,47, , , , , , , , , , , , ,470, , , , , , , , , , , , ,
471,habla,14,-9, , ,7/25/18,0,wg,14,38,15,55,50,471, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,471, , , , , , , , , , , , ,
474,habla,18.9,-9, , ,3/6/18,1,ws,19,-9,-9,22,11,474, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,474, , , , , , , , , , , , ,
475,habla,19.3,-9, , ,2/20/18,0,ws,19,-9,-9,147,73,475, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,475, , , , , , , , , , , , ,
476,habla,22.7,-9, , ,11/11/17,1,ws,22,-9,-9,7,0,476, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,476, , , , , , , , , , , , ,
477,habla,18.8,23.7, , ,3/13/18,0,ws,19,-9,-9,20,15,477, , , , , , , , , , , , ,ws,24,-9,-9,71,18, , , , , , , , , , , , ,477, , , , , , , , , , , , ,
472,habla,-9,-9, , ,1/7/18,0,ws,24,-9,-9,36,6,472,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,472, , , , , , , , , , , , ,
502,habla,-9,-9, , ,7/15/18,0,missing,-9,-9,-9,-9,-9,502,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,502, , , , , , , , , , , , ,
504,habla,-9,-9, , ,5/26/18,1,missing,-9,-9,-9,-9,-9,504,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,504, , , , , , , , , , , , ,
506,habla,-9,-9, , ,1/22/18,0,ws,24,-9,-9,221,45,506,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,506, , , , , , , , , , , , ,
515,habla,-9,-9, , ,4/27/18,1,ws,20,-9,-9,100,46,515,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,515, , , , , , , , , , , , ,
516,habla,-9,-9, , , ,1,missing,-9,-9,-9,-9,-9,516,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,516, , , , , , , , , , , , ,
520,habla,-9,-9, , ,9/12/18,0,missing,-9,-9,-9,-9,-9,520,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,520, , , , , , , , , , , , ,
524,habla,-9,-9, , ,6/18/18,0,ws,20,-9,-9,26,15,524,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,524, , , , , , , , , , , , ,
529,habla,-9,-9, , ,9/19/18,0,ws,17,-9,-9,12,10,529,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,no testing,-9,-9,-9,-9,no testing,529, , , , , , , , , , , , ,
469,habla,18.5,-9, , ,7/11/18,1,ws,18,-9,-9,15,9,469, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,469, , , , , , , , , , , , ,
478,habla,23.8,-9, , ,2/12/18,1,ws,24,-9,-9,100,21,478, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,478, , , , , , , , , , , , ,
481,habla,22.2,-9, , ,3/19/18,1,ws,22,-9,-9,279,70,481, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,481, , , , , , , , , , , , ,
485,habla,21.7,-9, , ,3/25/18,1,ws,21,-9,-9,37,13,485, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,485, , , , , , , , , , , , ,
486,habla,-9,-9, , ,5/20/18,1,missing,-9,-9,-9,-9,-9,486, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,486, , , , , , , , , , , , ,
488,habla,19.7,-9, , ,5/24/18,0,ws,19,-9,-9,117,67,488, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,488, , , , , , , , , , , , ,
492,habla,18.8,-9, , ,6/24/18,0,missing,-9,-9,-9,-9,-9,492, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,492, , , , , , , , , , , , ,
497,habla,17.8,-9, , ,7/24/18,0,ws,18,-9,-9,29,25,497, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,497, , , , , , , , , , , , ,
499,habla,18.2,-9, , ,7/15/18,1,ws,18,-9,-9,98,58,499, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,499, , , , , , , , , , , , ,
500,habla,21.1,-9, , ,5/2/18,0,ws,21,-9,-9,7,0,500, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,500, , , , , , , , , , , , ,
501,habla,18.1,-9, , ,8/2/18,0,ws,18,-9,-9,19,17,501, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,501, , , , , , , , , , , , ,
503,habla,17.8,-9, , ,7/20/18,0,ws,18,-9,-9,13,11,503, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,503, , , , , , , , , , , , ,
511,habla,17.2,-9, , ,8/20/18,0,ws,17,-9,-9,55,55,511, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,511, , , , , , , , , , , , ,
512,habla,17.3,-9, , ,8/13/18,1,ws,17,-9,-9,51,43,512, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,512, , , , , , , , , , , , ,
513,habla,19.5,-9, , ,6/7/18,0,ws,19,-9,-9,8,0,513, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,513, , , , , , , , , , , , ,
522,habla,-9,-9, , ,8/3/18,1,missing,-9,-9,-9,-9,-9,522, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,522, , , , , , , , , , , , ,
523,habla,20.6,-9, , ,5/6/18,0,ws,20,-9,-9,142,67,523, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,523, , , , , , , , , , , , ,
528,habla,25,-9, , ,12/27/17,0,ws,25,-9,-9,37,8,528, , , , , , , , , , , , ,ws,-9,-9,-9,-9,-9,none,none,-9,-9,-9,-9,covid,-9,-9,-9,-9,covid,528, , , , , , , , , , , , ,
