SUBJECT,Birthdate,Age,Sex,Date,Time,RecTime,Duration,Meaningful,Distant,TV,Noise,Silence,AWC,CTC,CVC,EXCLUDE,DNL,LogbookNaps,AWCNaps,Sleep,Comments
187,12/22/15,14m; 20d,FALSE,3/14/17,12.35,0,5,00:00:05,00:00:01,00:00:01,00:00:00,00:00:00,16,0,0,1,0,0,0,0,Experimenter explaining to parent how recorder works
426,10/12/17,15m; 26d,FALSE,2/7/19,14.15,20039,300,00:00:15,00:00:25,00:00:00,00:00:07,00:04:13,0,0,6,0,0,0,0,0,LENA on child; quality good; Low AWC because child is playing by themselves
426,10/12/17,15m; 26d,FALSE,2/7/19,14.2,20339,300,00:00:39,00:01:48,00:00:03,00:00:02,00:02:28,69,2,8,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,14.25,20639,300,00:00:51,00:01:18,00:00:00,00:00:06,00:02:45,60,4,18,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,14.3,20939,251,00:00:38,00:00:36,00:00:00,00:00:02,00:02:55,39,7,20,0,0,0,0,0,LENA is taken off child at end of audio; quality good
426,10/12/17,15m; 26d,FALSE,2/7/19,16.2,21190,215,00:01:11,00:01:39,00:00:00,00:00:00,00:00:45,120,4,10,0,0,0,0,0,"LENA is put back on child in beginning of audio; quality good; same day, different time"
426,10/12/17,15m; 26d,FALSE,2/7/19,16.25,21405,300,00:00:57,00:02:08,00:00:00,00:00:02,00:01:53,81,2,12,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,16.3,21705,300,00:00:46,00:01:34,00:00:07,00:00:08,00:02:25,36,1,14,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,16.35,22005,300,00:00:30,00:02:27,00:00:04,00:00:02,00:01:57,46,0,5,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,16.4,22305,300,00:02:12,00:01:30,00:00:00,00:00:01,00:01:17,266,3,12,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,16.45,22605,300,00:01:24,00:02:15,00:00:00,00:00:08,00:01:13,78,2,17,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,16.5,22905,300,00:01:28,00:02:03,00:00:00,00:00:11,00:01:18,67,6,36,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,16.55,23205,119,00:00:50,00:00:39,00:00:00,00:00:00,00:00:30,102,5,15,0,0,0,0,0,LENA is taken off child and turned off at end of audio; quality good
426,10/12/17,15m; 26d,FALSE,2/7/19,19.15,23324,25,00:00:10,00:00:14,00:00:00,00:00:00,00:00:01,18,0,0,0,0,0,0,0,LENA is put back on child in beginning of audio; quality good; Low AWC because audio is short
426,10/12/17,15m; 26d,FALSE,2/7/19,19.2,23349,300,00:01:43,00:02:12,00:00:09,00:00:12,00:00:44,433,2,3,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,19.25,23649,300,00:00:49,00:01:21,00:00:00,00:00:02,00:02:48,67,7,21,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,19.3,23949,300,00:00:05,00:01:29,00:00:02,00:00:25,00:02:59,3,0,4,0,0,0,0,0,LENA on child; quality good; Low AWC because parent is busy
426,10/12/17,15m; 26d,FALSE,2/7/19,19.35,24249,300,00:00:55,00:02:57,00:00:02,00:00:03,00:01:03,208,0,2,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,19.4,24549,300,00:00:05,00:02:21,00:00:17,00:00:01,00:02:16,22,0,0,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,19.45,24849,300,00:00:34,00:02:11,00:01:10,00:00:14,00:00:51,138,1,3,0,0,0,0,0,"LENA on child; quality good; child is watching TV, wrong AWC"
426,10/12/17,15m; 26d,FALSE,2/7/19,19.5,25149,300,00:01:31,00:00:43,00:01:13,00:00:02,00:01:31,67,6,37,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,19.55,25449,300,00:00:19,00:00:53,00:03:25,00:00:00,00:00:23,68,0,0,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,20,25749,300,00:00:12,00:00:57,00:02:31,00:00:02,00:01:18,35,2,3,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,20.05,26049,300,00:00:10,00:02:36,00:00:18,00:00:02,00:01:54,0,0,5,0,0,0,0,0,LENA on child; quality good; Low AWC because child is playing by themselves
426,10/12/17,15m; 26d,FALSE,2/7/19,20.1,26349,300,00:00:32,00:01:27,00:00:22,00:00:06,00:02:33,70,3,8,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,20.15,26649,300,00:00:50,00:01:03,00:01:33,00:00:10,00:01:24,85,9,22,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,20.2,26949,300,00:00:22,00:00:25,00:00:25,00:00:08,00:03:40,24,3,13,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,20.25,27249,300,00:01:27,00:00:47,00:00:00,00:00:08,00:02:38,23,1,43,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,20.3,27549,300,00:01:52,00:00:36,00:00:00,00:00:03,00:02:29,81,11,46,0,0,0,0,0,NA
426,10/12/17,15m; 26d,FALSE,2/7/19,20.35,27849,300,00:01:12,00:00:24,00:02:28,00:00:00,00:00:56,20,4,26,0,0,0,0,0,LENA on child; quality good; child fell asleep later in audio
426,10/12/17,15m; 26d,FALSE,2/7/19,20.4,28149,300,00:00:00,00:00:09,00:03:23,00:00:00,00:01:28,0,0,0,0,0,0,0,1,LENA on child; quality good; child is asleep
426,10/12/17,15m; 26d,FALSE,2/7/19,20.45,28449,282,00:01:29,00:00:59,00:00:53,00:00:02,00:01:19,179,5,17,0,0,0,0,1,LENA taken off child at end of audio; quality good
427,9/13/17,16m; 19d,M,2/1/19,7.5,0,234,00:01:04,00:00:54,00:00:01,00:00:01,00:01:54,140,7,16,0,0,0,0,0,LENA put on child in beginning of audio; quality good
427,9/13/17,16m; 19d,M,2/1/19,7.55,234,300,00:01:55,00:00:53,00:00:00,00:00:04,00:02:08,279,14,21,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8,534,300,00:01:14,00:00:46,00:00:01,00:00:00,00:02:59,219,6,9,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8.05,834,300,00:01:44,00:00:42,00:00:00,00:00:04,00:02:30,388,13,18,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8.1,1134,300,00:02:08,00:01:01,00:00:00,00:00:00,00:01:51,485,10,12,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8.15,1434,300,00:01:58,00:01:04,00:00:00,00:00:00,00:01:58,408,11,16,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8.2,1734,300,00:01:54,00:00:30,00:00:00,00:00:07,00:02:29,298,9,26,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8.25,2034,300,00:02:31,00:00:18,00:00:00,00:00:04,00:02:07,548,10,15,0,0,0,0,0,LENA on child; quality good; High AWC because mom is playing with child
427,9/13/17,16m; 19d,M,2/1/19,8.3,2334,300,00:02:25,00:00:45,00:00:00,00:00:00,00:01:50,470,9,15,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8.35,2634,300,00:02:12,00:00:17,00:00:00,00:00:01,00:02:30,513,5,8,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8.4,2934,300,00:02:08,00:00:25,00:00:00,00:00:12,00:02:15,382,9,20,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8.45,3234,300,00:02:26,00:00:26,00:00:00,00:00:02,00:02:06,486,20,26,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,8.5,3534,300,00:02:14,00:00:22,00:00:00,00:01:15,00:01:09,330,10,28,0,0,0,0,0,LENA on child; quality good
427,9/13/17,16m; 19d,M,2/1/19,8.55,3834,300,00:00:57,00:01:03,00:00:00,00:00:06,00:02:54,169,0,2,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,9,4134,300,00:01:02,00:00:27,00:00:00,00:00:00,00:03:31,169,2,5,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,9.05,4434,300,00:01:30,00:01:31,00:00:01,00:00:03,00:01:55,128,4,17,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,9.1,4734,300,00:00:47,00:01:36,00:00:07,00:00:20,00:02:10,48,3,7,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,9.15,5034,300,00:00:55,00:01:47,00:00:11,00:00:11,00:01:56,78,2,10,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,9.2,5334,300,00:01:11,00:01:07,00:00:49,00:00:05,00:01:48,125,3,7,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,9.25,5634,300,00:00:48,00:00:36,00:00:37,00:00:14,00:02:45,93,2,12,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,9.3,5934,300,00:01:28,00:01:01,00:00:09,00:00:00,00:02:22,164,2,17,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,9.35,6234,300,00:01:53,00:00:41,00:00:56,00:00:02,00:01:28,262,5,18,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,9.4,6534,300,00:02:24,00:01:01,00:00:00,00:00:03,00:01:32,324,23,49,0,0,0,0,0,LENA on child; quality good; mom prepares child to go to sleep
427,9/13/17,16m; 19d,M,2/1/19,9.45,6834,300,00:00:01,00:00:12,00:00:00,00:00:07,00:04:40,0,0,2,0,0,0,0,1,LENA on child; quality good; Low AWC because child is asleep
427,9/13/17,16m; 19d,M,2/1/19,9.5,7134,300,00:02:04,00:00:38,00:00:02,00:00:32,00:01:44,160,8,53,0,0,0,0,0,LENA on child; quality good; child decides to remain awake
427,9/13/17,16m; 19d,M,2/1/19,9.55,7434,300,00:02:34,00:00:32,00:00:00,00:00:05,00:01:49,526,12,28,0,0,0,0,0,LENA on child; quality good; High AWC because mom is playing with child
427,9/13/17,16m; 19d,M,2/1/19,10,7734,300,00:01:23,00:00:46,00:00:20,00:00:01,00:02:30,205,10,20,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,10.05,8034,300,00:01:13,00:00:53,00:00:09,00:00:01,00:02:44,98,1,6,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,10.1,8334,300,00:00:37,00:01:10,00:00:03,00:00:03,00:03:07,88,4,7,0,0,0,0,1,LENA on child; quality good; mom puts child to sleep
427,9/13/17,16m; 19d,M,2/1/19,10.15,8634,300,00:00:12,00:00:34,00:00:00,00:00:00,00:04:14,20,3,7,0,0,0,0,1,LENA on child; quality good; Low AWC because child is asleep
427,9/13/17,16m; 19d,M,2/1/19,10.2,8934,300,00:00:29,00:00:14,00:00:00,00:00:01,00:04:16,30,3,18,0,0,0,0,1,LENA on child; quality good; child wakes briefly but then put back to sleep
427,9/13/17,16m; 19d,M,2/1/19,10.25,9234,300,00:00:19,00:00:46,00:00:02,00:00:00,00:03:53,8,1,5,0,0,0,0,0,LENA on child; quality good; Low AWC because child woke up and stayed up wacthing TV
427,9/13/17,16m; 19d,M,2/1/19,10.3,9534,300,00:01:23,00:00:49,00:00:00,00:00:01,00:02:47,22,0,3,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,10.35,9834,300,00:01:16,00:01:18,00:00:20,00:00:01,00:02:05,119,2,12,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,10.4,10134,300,00:02:01,00:01:21,00:00:31,00:00:47,00:00:20,142,3,9,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,10.45,10434,300,00:03:15,00:00:29,00:00:00,00:00:29,00:00:47,492,25,50,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,10.5,10734,300,00:02:00,00:00:20,00:00:06,00:00:40,00:01:54,279,17,43,0,0,0,0,0,LENA on child; quality good
427,9/13/17,16m; 19d,M,2/1/19,10.55,11034,300,00:01:16,00:00:46,00:00:04,00:00:01,00:02:53,162,4,11,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,11,11334,300,00:03:55,00:00:19,00:00:00,00:00:02,00:00:44,740,25,58,0,0,0,0,0,LENA on child; quality good; High AWC because mom is playing with child
427,9/13/17,16m; 19d,M,2/1/19,11.05,11634,300,00:03:30,00:00:11,00:00:00,00:00:00,00:01:19,421,28,84,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,11.1,11934,300,00:03:05,00:00:38,00:00:00,00:00:00,00:01:17,539,17,46,0,0,0,0,0,LENA on child; quality good; High AWC because mom is playing with child
427,9/13/17,16m; 19d,M,2/1/19,11.15,12234,300,00:00:16,00:00:13,00:00:00,00:00:00,00:04:31,41,2,4,0,0,0,0,1,LENA on child; quality good; mom sings child to sleep
427,9/13/17,16m; 19d,M,2/1/19,11.2,12534,300,00:00:00,00:00:06,00:00:00,00:00:00,00:04:54,0,0,0,0,0,0,1,1,LENA on child; quality good; child is asleep
427,9/13/17,16m; 19d,M,2/1/19,11.25,12834,300,00:00:00,00:00:09,00:00:00,00:00:00,00:04:51,0,0,1,0,0,0,1,1,LENA on child; quality good; child is asleep
427,9/13/17,16m; 19d,M,2/1/19,11.3,13134,300,00:00:03,00:00:29,00:00:00,00:00:00,00:04:28,0,0,3,0,0,0,1,1,LENA on child; quality good; child briefly wakes up but goes back to sleep
427,9/13/17,16m; 19d,M,2/1/19,11.35,13434,300,00:00:03,00:00:17,00:00:00,00:00:00,00:04:40,0,0,2,0,0,0,1,1,LENA on child; quality good; child briefly wakes up but goes back to sleep
427,9/13/17,16m; 19d,M,2/1/19,11.4,13734,300,00:00:09,00:00:21,00:00:00,00:00:00,00:04:30,4,0,3,0,0,0,0,1,LENA on child; quality good; Low AWC because child briefly wakes up
427,9/13/17,16m; 19d,M,2/1/19,11.45,14034,300,00:00:00,00:00:15,00:00:00,00:00:02,00:04:43,0,0,1,0,0,0,1,1,LENA on child; quality good; child is asleep
427,9/13/17,16m; 19d,M,2/1/19,11.5,14334,300,00:00:00,00:00:04,00:00:00,00:00:00,00:04:56,0,0,0,0,0,0,1,1,LENA on child; quality good; child is asleep
427,9/13/17,16m; 19d,M,2/1/19,11.55,14634,300,00:00:20,00:00:18,00:00:00,00:00:02,00:04:20,0,0,8,0,0,0,1,1,LENA on child; quality good; child briefly wakes up but goes back to sleep
427,9/13/17,16m; 19d,M,2/1/19,12,14934,300,00:00:25,00:00:29,00:00:00,00:00:01,00:04:05,0,0,13,0,0,0,1,1,LENA on child; quality good; child briefly wakes up but goes back to sleep
427,9/13/17,16m; 19d,M,2/1/19,12.05,15234,300,00:02:08,00:00:55,00:00:00,00:00:01,00:01:56,237,12,35,0,0,0,0,0,LENA on child; quality good; child is awake
427,9/13/17,16m; 19d,M,2/1/19,12.1,15534,300,00:01:55,00:00:13,00:00:00,00:00:07,00:02:45,267,16,34,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,12.15,15834,300,00:02:02,00:01:08,00:00:00,00:00:00,00:01:50,261,10,23,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,12.2,16134,300,00:00:25,00:02:15,00:00:00,00:00:04,00:02:16,29,1,4,0,0,0,0,0,LENA on child; quality good
427,9/13/17,16m; 19d,M,2/1/19,12.25,16434,300,00:00:16,00:01:40,00:00:00,00:00:02,00:03:02,27,1,3,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,12.3,16734,300,00:00:13,00:01:59,00:00:00,00:00:25,00:02:23,37,1,2,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,12.35,17034,300,00:00:57,00:01:00,00:00:00,00:00:17,00:02:46,156,5,11,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,12.4,17334,300,00:01:03,00:00:40,00:00:00,00:00:00,00:03:17,151,4,14,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,12.45,17634,300,00:00:28,00:00:56,00:00:00,00:00:02,00:03:34,52,1,12,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,12.5,17934,300,00:01:20,00:01:02,00:00:00,00:00:06,00:02:32,145,6,14,0,0,0,0,0,LENA on child; quality good
427,9/13/17,16m; 19d,M,2/1/19,12.55,18234,300,00:01:13,00:00:52,00:00:01,00:00:00,00:02:54,81,3,22,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13,18534,300,00:01:49,00:01:27,00:00:00,00:00:04,00:01:40,126,4,15,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13.05,18834,300,00:01:37,00:00:33,00:00:00,00:00:06,00:02:44,61,2,25,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13.1,19134,300,00:01:12,00:01:00,00:00:00,00:00:01,00:02:47,105,2,15,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13.15,19434,300,00:00:15,00:01:12,00:00:00,00:00:07,00:03:26,15,0,4,0,0,0,0,0,LENA on child; quality good; Low AWC because mom is busy
427,9/13/17,16m; 19d,M,2/1/19,13.2,19734,300,00:01:48,00:00:54,00:00:00,00:00:16,00:02:02,287,15,37,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13.25,20034,300,00:01:46,00:00:38,00:01:32,00:00:08,00:00:56,172,5,8,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13.3,20334,300,00:02:14,00:00:33,00:01:32,00:00:04,00:00:37,340,10,19,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13.35,20634,300,00:01:33,00:00:31,00:00:00,00:00:01,00:02:55,197,13,40,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13.4,20934,300,00:03:47,00:00:52,00:00:00,00:00:03,00:00:18,181,12,82,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13.45,21234,300,00:03:51,00:00:30,00:00:00,00:00:02,00:00:37,437,25,79,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,13.5,21534,300,00:03:35,00:00:17,00:00:00,00:00:01,00:01:07,562,32,59,0,0,0,0,0,LENA on child; quality good; High AWC because mom is talking/playing with child
427,9/13/17,16m; 19d,M,2/1/19,13.55,21834,300,00:02:34,00:00:15,00:00:00,00:00:41,00:01:30,325,17,53,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14,22134,300,00:02:17,00:00:26,00:00:00,00:00:06,00:02:11,283,17,50,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.05,22434,300,00:01:20,00:00:16,00:00:00,00:00:04,00:03:20,187,14,24,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.1,22734,300,00:01:08,00:00:15,00:00:00,00:00:04,00:03:33,144,4,16,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.15,23034,300,00:01:07,00:00:44,00:00:00,00:00:03,00:03:06,187,4,8,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.2,23334,300,00:00:35,00:00:48,00:00:00,00:00:00,00:03:37,59,1,7,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.25,23634,300,00:01:26,00:00:10,00:00:09,00:00:01,00:03:14,310,5,9,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.3,23934,300,00:01:24,00:00:36,00:00:03,00:00:03,00:02:54,276,3,10,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.35,24234,300,00:02:06,00:00:45,00:00:00,00:00:05,00:02:04,433,9,15,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.4,24534,300,00:01:48,00:00:40,00:00:00,00:00:03,00:02:29,267,13,24,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.45,24834,300,00:02:25,00:00:07,00:00:00,00:00:00,00:02:28,430,12,24,0,0,0,0,0,NA
427,9/13/17,16m; 19d,M,2/1/19,14.5,25134,89,00:00:39,00:00:02,00:00:00,00:00:00,00:00:48,101,3,5,0,0,0,0,0,LENA is taken off child in second half od audio; quality good; child is falling alsleep
431,6/23/17,19m; 9d,M,2/1/19,9.15,0,66,00:00:19,00:00:07,00:00:00,00:00:00,00:00:40,61,1,5,0,0,0,0,0,LENA put on child in beginning of audio; quality good
431,6/23/17,19m; 9d,M,2/1/19,9.2,66,300,00:01:37,00:00:28,00:00:02,00:00:06,00:02:47,284,20,34,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,9.25,366,300,00:01:10,00:00:49,00:00:00,00:00:12,00:02:49,186,12,20,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,9.3,666,300,00:01:44,00:00:32,00:00:00,00:00:02,00:02:42,311,21,28,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,9.35,966,300,00:01:06,00:00:38,00:00:00,00:00:00,00:03:16,136,13,36,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,9.4,1266,300,00:01:03,00:00:55,00:00:00,00:00:00,00:03:02,149,11,26,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,9.45,1566,300,00:00:51,00:01:08,00:00:01,00:00:05,00:02:55,147,7,16,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,9.5,1866,300,00:02:16,00:00:58,00:00:00,00:00:03,00:01:43,359,11,32,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,9.55,2166,300,00:01:42,00:01:34,00:00:00,00:00:09,00:01:35,286,9,18,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,10,2466,300,00:01:24,00:00:26,00:00:01,00:00:02,00:03:07,294,10,14,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,10.05,2766,300,00:02:06,00:00:39,00:00:01,00:00:03,00:02:11,440,16,21,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,10.1,3066,300,00:02:45,00:00:50,00:00:00,00:00:08,00:01:17,539,16,27,0,0,0,0,0,LENA on child; quality good; High AWC because conversation is among adults
431,6/23/17,19m; 9d,M,2/1/19,10.15,3366,300,00:01:46,00:00:52,00:00:01,00:00:01,00:02:20,355,14,21,0,0,0,0,0,LENA on child; quality good
431,6/23/17,19m; 9d,M,2/1/19,10.2,3666,300,00:02:22,00:01:11,00:00:00,00:00:02,00:01:25,380,16,31,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,10.25,3966,300,00:02:50,00:00:25,00:00:00,00:00:05,00:01:40,352,22,41,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,10.3,4266,300,00:02:24,00:00:51,00:00:00,00:00:01,00:01:44,508,21,28,0,0,0,0,0,LENA on child; quality good; High AWC because parents are talking to child
431,6/23/17,19m; 9d,M,2/1/19,10.35,4566,300,00:02:01,00:01:12,00:00:01,00:00:11,00:01:35,412,16,28,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,10.4,4866,300,00:01:37,00:01:43,00:00:00,00:00:22,00:01:18,192,15,51,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,10.45,5166,300,00:00:31,00:01:34,00:00:00,00:00:22,00:02:33,109,3,7,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,10.5,5466,300,00:01:25,00:01:13,00:00:02,00:00:02,00:02:18,294,10,11,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,10.55,5766,300,00:01:13,00:01:19,00:00:20,00:00:06,00:02:02,230,10,14,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11,6066,300,00:01:00,00:03:04,00:00:12,00:00:02,00:00:42,201,9,12,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.05,6366,300,00:00:29,00:03:35,00:00:18,00:00:03,00:00:35,38,1,10,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.1,6666,300,00:00:52,00:03:10,00:00:21,00:00:09,00:00:28,138,1,2,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.15,6966,300,00:01:00,00:02:49,00:00:13,00:00:13,00:00:45,150,2,13,0,0,0,0,0,LENA on child; quality good
431,6/23/17,19m; 9d,M,2/1/19,11.2,7266,300,00:00:46,00:02:13,00:01:04,00:00:21,00:00:36,120,0,0,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.25,7566,300,00:00:26,00:03:30,00:00:19,00:00:20,00:00:25,80,1,8,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.3,7866,300,00:00:41,00:03:52,00:00:01,00:00:05,00:00:21,149,1,3,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.35,8166,300,00:00:56,00:03:34,00:00:06,00:00:02,00:00:22,216,1,1,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.4,8466,300,00:01:15,00:01:50,00:00:00,00:00:01,00:01:54,225,9,15,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.45,8766,300,00:01:08,00:02:12,00:00:00,00:00:02,00:01:38,227,2,5,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.5,9066,300,00:01:57,00:02:21,00:00:00,00:00:38,00:00:04,165,0,0,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,11.55,9366,300,00:01:58,00:02:19,00:00:00,00:00:16,00:00:27,63,1,6,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,12,9666,300,00:00:27,00:02:31,00:00:01,00:00:00,00:02:01,103,0,0,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,12.05,9966,300,00:01:09,00:03:48,00:00:00,00:00:00,00:00:03,206,2,2,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,12.1,10266,300,00:00:44,00:04:15,00:00:00,00:00:00,00:00:01,117,2,2,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,12.15,10566,300,00:00:08,00:04:51,00:00:00,00:00:00,00:00:01,6,0,6,0,0,0,0,0,LENA on child; quality good; Low AWC because mom is busy
431,6/23/17,19m; 9d,M,2/1/19,12.2,10866,300,00:00:19,00:04:18,00:00:03,00:00:04,00:00:16,27,1,11,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,12.25,11166,300,00:01:39,00:02:34,00:00:01,00:00:00,00:00:46,377,7,9,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,12.3,11466,300,00:01:14,00:00:56,00:01:27,00:00:01,00:01:22,223,3,5,0,0,0,0,0,NA
431,6/23/17,19m; 9d,M,2/1/19,12.35,11766,300,00:00:05,00:00:12,00:04:42,00:00:00,00:00:01,8,0,2,0,0,0,0,0,LENA on child; quality good; Low AWC because mom is driving
431,6/23/17,19m; 9d,M,2/1/19,12.4,12066,300,00:00:00,00:00:00,00:05:00,00:00:00,00:00:00,0,0,0,0,0,0,1,0,LENA on child; quality good; child is silent but awake
